"","GENERAL.APPEARANCE","MANNER.OF.SPEAKING","PHYSICAL.CONDITION","MENTAL.ALERTNESS","SELF.CONFIDENCE","ABILITY.TO.PRESENT.IDEAS","COMMUNICATION.SKILLS","CLASS_factor","CLASS_encoded.CLASS_factorEmployable","CLASS_encoded.CLASS_factorLessEmployable"
"2476",5,3,5,4,5,5,3,"Employable",1,0
"2477",5,3,3,3,3,3,2,"Employable",1,0
"2478",4,3,4,3,4,3,4,"Employable",1,0
"2479",4,3,4,4,4,3,3,"Employable",1,0
"2480",4,3,3,2,3,2,3,"Employable",1,0
"2481",5,5,5,5,5,5,4,"LessEmployable",0,1
"2482",4,3,4,3,4,3,4,"LessEmployable",0,1
"2483",3,3,4,4,4,3,3,"LessEmployable",0,1
"2484",4,3,4,4,4,3,3,"Employable",1,0
"2485",4,4,4,4,4,3,3,"Employable",1,0
"2486",4,4,5,5,4,5,5,"LessEmployable",0,1
"2487",4,5,5,5,5,4,5,"Employable",1,0
"2488",4,5,5,5,5,4,5,"Employable",1,0
"2489",4,4,3,4,4,4,4,"LessEmployable",0,1
"2490",4,3,4,4,4,3,3,"LessEmployable",0,1
"2491",4,3,4,4,3,4,4,"LessEmployable",0,1
"2492",3,3,4,4,4,4,4,"LessEmployable",0,1
"2493",5,4,4,4,5,4,5,"LessEmployable",0,1
"2494",3,3,3,3,4,3,3,"Employable",1,0
"2495",3,3,4,3,4,3,3,"Employable",1,0
"2496",3,4,3,4,3,4,3,"Employable",1,0
"2497",4,4,4,3,4,4,3,"LessEmployable",0,1
"2498",5,4,4,3,3,4,4,"LessEmployable",0,1
"2499",4,3,2,4,3,4,3,"LessEmployable",0,1
"2500",5,5,5,4,5,4,5,"LessEmployable",0,1
"2501",4,2,4,4,3,3,3,"LessEmployable",0,1
"2502",5,5,5,5,5,5,5,"LessEmployable",0,1
"2503",4,3,3,4,3,3,3,"Employable",1,0
"2504",5,4,3,3,3,3,2,"LessEmployable",0,1
"2505",5,5,5,5,5,4,5,"Employable",1,0
"2506",4,5,5,5,5,5,5,"LessEmployable",0,1
"2507",4,5,5,3,3,5,3,"LessEmployable",0,1
"2508",4,5,3,5,5,5,3,"Employable",1,0
"2509",3,5,5,3,5,5,3,"Employable",1,0
"2510",3,3,3,3,3,3,3,"Employable",1,0
"2511",4,3,4,4,4,3,3,"Employable",1,0
"2512",4,3,4,2,2,2,2,"LessEmployable",0,1
"2513",3,2,3,3,3,3,3,"LessEmployable",0,1
"2514",5,5,4,5,4,5,4,"LessEmployable",0,1
"2515",3,4,3,4,3,4,3,"Employable",1,0
"2516",4,3,3,3,3,3,3,"Employable",1,0
"2517",5,4,4,4,4,4,4,"Employable",1,0
"2518",4,4,4,4,4,4,4,"Employable",1,0
"2519",4,4,4,4,3,3,3,"LessEmployable",0,1
"2520",5,4,5,5,5,5,4,"LessEmployable",0,1
"2521",3,4,3,3,3,3,3,"LessEmployable",0,1
"2522",4,3,3,3,3,3,3,"Employable",1,0
"2523",4,5,4,4,4,4,4,"LessEmployable",0,1
"2524",5,4,4,4,4,4,4,"Employable",1,0
"2525",5,5,4,5,4,4,5,"Employable",1,0
"2526",4,4,4,4,5,5,5,"Employable",1,0
"2527",4,3,3,4,3,3,3,"LessEmployable",0,1
"2528",4,5,5,5,4,4,4,"Employable",1,0
"2529",4,4,4,3,3,4,3,"Employable",1,0
"2530",4,4,4,3,3,4,3,"Employable",1,0
"2531",4,5,4,5,5,5,5,"Employable",1,0
"2532",4,4,4,4,4,4,3,"Employable",1,0
"2533",4,3,3,3,3,3,2,"LessEmployable",0,1
"2534",3,3,3,2,3,3,3,"LessEmployable",0,1
"2535",4,4,3,3,4,4,3,"Employable",1,0
"2536",4,4,3,3,3,3,3,"Employable",1,0
"2537",4,4,4,3,3,3,3,"Employable",1,0
"2538",5,3,3,4,3,3,3,"Employable",1,0
"2539",4,4,4,4,4,4,4,"Employable",1,0
"2540",4,4,3,4,3,4,4,"Employable",1,0
"2541",5,5,5,5,5,5,4,"LessEmployable",0,1
"2542",3,4,4,4,3,4,4,"Employable",1,0
"2543",4,3,3,2,3,3,2,"LessEmployable",0,1
"2544",3,3,3,3,3,2,2,"LessEmployable",0,1
"2545",4,4,3,4,4,4,3,"LessEmployable",0,1
"2546",3,3,3,3,3,3,3,"LessEmployable",0,1
"2547",5,3,3,3,3,3,3,"LessEmployable",0,1
"2548",4,4,4,4,4,4,4,"LessEmployable",0,1
"2549",4,4,4,5,5,4,4,"LessEmployable",0,1
"2550",4,3,3,4,5,4,3,"LessEmployable",0,1
"2551",5,4,5,4,4,4,4,"Employable",1,0
"2552",5,4,4,4,4,4,4,"Employable",1,0
"2553",5,4,5,5,5,5,4,"Employable",1,0
"2554",4,3,3,3,5,3,3,"LessEmployable",0,1
"2555",5,5,5,5,5,4,4,"Employable",1,0
"2556",5,5,4,4,5,5,4,"Employable",1,0
"2557",4,4,4,4,3,3,3,"LessEmployable",0,1
"2558",5,5,5,5,5,4,4,"Employable",1,0
"2559",5,4,4,4,4,5,4,"Employable",1,0
"2560",5,5,5,5,5,5,4,"Employable",1,0
"2561",4,3,4,4,3,4,3,"LessEmployable",0,1
"2562",4,3,4,4,3,3,3,"LessEmployable",0,1
"2563",5,5,4,5,5,4,4,"LessEmployable",0,1
"2564",4,4,4,5,5,4,3,"LessEmployable",0,1
"2565",5,4,5,5,5,5,5,"Employable",1,0
"2566",5,3,3,4,5,3,3,"Employable",1,0
"2567",5,5,5,5,4,5,4,"Employable",1,0
"2568",5,5,4,5,4,5,5,"Employable",1,0
"2569",4,4,3,3,3,4,4,"LessEmployable",0,1
"2570",5,5,5,5,5,4,4,"Employable",1,0
"2571",5,5,5,5,5,4,4,"Employable",1,0
"2572",5,4,5,5,5,4,4,"Employable",1,0
"2573",5,4,5,5,5,4,4,"Employable",1,0
"2574",4,3,4,3,4,3,3,"LessEmployable",0,1
"2575",5,4,5,5,4,4,4,"LessEmployable",0,1
"2576",5,3,4,4,3,4,3,"LessEmployable",0,1
"2577",5,3,3,3,4,3,3,"LessEmployable",0,1
"2578",5,4,5,5,5,4,4,"Employable",1,0
"2579",5,5,5,5,5,4,4,"Employable",1,0
"2580",5,4,5,5,5,4,4,"Employable",1,0
"2581",5,5,5,5,5,5,4,"Employable",1,0
"2582",5,4,5,5,5,4,4,"Employable",1,0
"2583",5,5,5,5,5,5,4,"Employable",1,0
"2584",5,4,5,5,4,4,4,"Employable",1,0
"2585",5,3,4,4,4,4,3,"LessEmployable",0,1
"2586",4,4,4,4,3,4,4,"LessEmployable",0,1
"2587",5,4,5,5,5,4,4,"Employable",1,0
"2588",4,5,4,4,4,5,4,"Employable",1,0
"2589",4,3,3,3,3,3,3,"Employable",1,0
"2590",4,4,4,4,5,4,4,"LessEmployable",0,1
"2591",3,3,3,4,3,3,3,"Employable",1,0
"2592",4,4,4,3,3,3,3,"Employable",1,0
"2593",4,4,4,3,4,3,3,"LessEmployable",0,1
"2594",4,4,4,4,4,4,4,"Employable",1,0
"2595",3,3,3,4,3,3,3,"Employable",1,0
"2596",5,5,3,5,3,5,5,"Employable",1,0
"2597",4,4,4,4,4,4,4,"Employable",1,0
"2598",4,5,5,5,5,5,5,"Employable",1,0
"2599",4,4,4,4,4,4,4,"Employable",1,0
"2600",4,3,3,3,3,3,3,"Employable",1,0
"2601",3,4,3,4,3,4,3,"Employable",1,0
"2602",4,4,4,4,4,4,4,"LessEmployable",0,1
"2603",4,3,3,3,4,3,4,"LessEmployable",0,1
"2604",4,4,4,4,3,4,3,"Employable",1,0
"2605",3,4,4,4,3,4,3,"Employable",1,0
"2606",5,4,4,4,4,4,4,"Employable",1,0
"2607",4,4,4,3,3,4,4,"Employable",1,0
"2608",3,4,4,3,4,4,3,"LessEmployable",0,1
"2609",4,3,2,3,2,2,3,"Employable",1,0
"2610",4,3,4,3,4,3,3,"Employable",1,0
"2611",4,4,3,4,3,4,3,"LessEmployable",0,1
"2612",4,4,4,4,3,3,3,"Employable",1,0
"2613",5,3,3,4,3,3,3,"LessEmployable",0,1
"2614",4,3,3,3,3,3,2,"Employable",1,0
"2615",3,4,4,4,4,4,4,"Employable",1,0
"2616",4,5,4,5,4,4,4,"Employable",1,0
"2617",4,4,4,3,4,4,3,"LessEmployable",0,1
"2618",4,4,4,4,3,4,4,"Employable",1,0
"2619",5,5,5,5,5,5,4,"Employable",1,0
"2620",3,3,3,3,3,2,2,"Employable",1,0
"2621",4,4,4,4,4,4,3,"LessEmployable",0,1
"2622",4,4,4,4,4,4,4,"LessEmployable",0,1
"2623",4,3,3,3,3,3,2,"Employable",1,0
"2624",5,4,4,4,4,4,4,"Employable",1,0
"2625",3,3,3,3,3,3,3,"LessEmployable",0,1
"2626",4,3,4,3,3,3,3,"Employable",1,0
"2627",4,3,4,3,3,3,2,"Employable",1,0
"2628",2,2,3,3,3,3,3,"LessEmployable",0,1
"2629",4,4,3,4,3,4,3,"LessEmployable",0,1
"2630",4,4,4,3,3,4,3,"Employable",1,0
"2631",4,4,5,4,4,4,4,"LessEmployable",0,1
"2632",5,4,4,4,4,3,3,"LessEmployable",0,1
"2633",4,4,4,4,3,4,3,"LessEmployable",0,1
"2634",4,4,4,4,4,4,4,"LessEmployable",0,1
"2635",4,5,4,4,4,4,4,"LessEmployable",0,1
"2636",5,5,4,5,5,5,5,"Employable",1,0
"2637",4,4,4,4,4,4,4,"Employable",1,0
"2638",5,4,4,4,4,4,3,"LessEmployable",0,1
"2639",5,4,4,4,4,4,3,"LessEmployable",0,1
"2640",5,5,4,4,5,4,5,"LessEmployable",0,1
"2641",5,4,4,4,4,4,3,"Employable",1,0
"2642",5,4,4,4,4,4,3,"Employable",1,0
"2643",5,5,4,4,5,4,4,"Employable",1,0
"2644",4,3,4,4,4,3,3,"Employable",1,0
"2645",5,4,3,3,3,4,4,"LessEmployable",0,1
"2646",5,5,5,5,5,5,5,"Employable",1,0
"2647",5,4,5,5,5,5,4,"Employable",1,0
"2648",5,4,5,5,5,5,4,"Employable",1,0
"2649",5,3,5,4,4,3,3,"Employable",1,0
"2650",5,4,5,5,5,4,4,"Employable",1,0
"2651",5,3,5,4,4,4,3,"LessEmployable",0,1
"2652",5,5,5,5,5,4,3,"Employable",1,0
"2653",5,5,5,5,5,5,3,"Employable",1,0
"2654",5,4,4,4,4,4,4,"LessEmployable",0,1
"2655",4,3,4,4,4,3,3,"LessEmployable",0,1
"2656",4,4,4,4,4,4,3,"LessEmployable",0,1
"2657",4,4,5,4,4,4,3,"LessEmployable",0,1
"2658",5,3,5,4,5,5,3,"Employable",1,0
"2659",5,3,3,3,3,3,2,"Employable",1,0
"2660",4,3,4,3,4,3,4,"Employable",1,0
"2661",4,3,4,4,4,3,3,"Employable",1,0
"2662",4,3,3,2,3,2,3,"Employable",1,0
"2663",5,5,5,5,5,5,4,"LessEmployable",0,1
"2664",4,3,4,3,4,3,4,"LessEmployable",0,1
"2665",3,3,4,4,4,3,3,"LessEmployable",0,1
"2666",4,3,4,4,4,3,3,"Employable",1,0
"2667",4,4,4,4,4,3,3,"Employable",1,0
"2668",4,4,5,5,4,5,5,"LessEmployable",0,1
"2669",4,5,5,5,5,4,5,"Employable",1,0
"2670",4,5,5,5,5,4,5,"Employable",1,0
"2671",4,4,3,4,4,4,4,"LessEmployable",0,1
"2672",4,3,4,4,4,3,3,"LessEmployable",0,1
"2673",4,3,4,4,3,4,4,"LessEmployable",0,1
"2674",3,3,4,4,4,4,4,"LessEmployable",0,1
"2675",5,4,4,4,5,4,5,"LessEmployable",0,1
"2676",3,3,3,3,4,3,3,"Employable",1,0
"2677",3,3,4,3,4,3,3,"Employable",1,0
"2678",3,4,3,4,3,4,3,"Employable",1,0
"2679",4,4,4,3,4,4,3,"LessEmployable",0,1
"2680",5,4,4,3,3,4,4,"LessEmployable",0,1
"2681",4,3,2,4,3,4,3,"LessEmployable",0,1
"2682",5,5,5,4,5,4,5,"LessEmployable",0,1
"2683",4,2,4,4,3,3,3,"LessEmployable",0,1
"2684",5,5,5,5,5,5,5,"LessEmployable",0,1
"2685",4,3,3,4,3,3,3,"Employable",1,0
"2686",5,4,3,3,3,3,2,"LessEmployable",0,1
"2687",5,5,5,5,5,4,5,"Employable",1,0
"2688",4,5,5,5,5,5,5,"LessEmployable",0,1
"2689",4,5,5,3,3,5,3,"LessEmployable",0,1
"2690",4,5,3,5,5,5,3,"Employable",1,0
"2691",3,5,5,3,5,5,3,"Employable",1,0
"2692",3,3,3,3,3,3,3,"Employable",1,0
"2693",4,3,4,4,4,3,3,"Employable",1,0
"2694",4,3,4,2,2,2,2,"LessEmployable",0,1
"2695",3,2,3,3,3,3,3,"LessEmployable",0,1
"2696",5,5,4,5,4,5,4,"LessEmployable",0,1
"2697",3,4,3,4,3,4,3,"Employable",1,0
"2698",4,3,3,3,3,3,3,"Employable",1,0
"2699",5,4,4,4,4,4,4,"Employable",1,0
"2700",4,4,4,4,4,4,4,"Employable",1,0
"2701",4,4,4,4,3,3,3,"LessEmployable",0,1
"2702",5,4,5,5,5,5,4,"LessEmployable",0,1
"2703",3,4,3,3,3,3,3,"LessEmployable",0,1
"2704",4,3,3,3,3,3,3,"Employable",1,0
"2705",4,5,4,4,4,4,4,"LessEmployable",0,1
"2706",5,4,4,4,4,4,4,"Employable",1,0
"2707",5,5,4,5,4,4,5,"Employable",1,0
"2708",4,4,4,4,5,5,5,"Employable",1,0
"2709",4,3,3,4,3,3,3,"LessEmployable",0,1
"2710",4,5,5,5,4,4,4,"Employable",1,0
"2711",4,4,4,3,3,4,3,"Employable",1,0
"2712",4,4,4,3,3,4,3,"Employable",1,0
"2713",4,5,4,5,5,5,5,"Employable",1,0
"2714",4,4,4,4,4,4,3,"Employable",1,0
"2715",4,3,3,3,3,3,2,"LessEmployable",0,1
"2716",3,3,3,2,3,3,3,"LessEmployable",0,1
"2717",4,4,3,3,4,4,3,"Employable",1,0
"2718",4,4,3,3,3,3,3,"Employable",1,0
"2719",4,4,4,3,3,3,3,"Employable",1,0
"2720",5,3,3,4,3,3,3,"Employable",1,0
"2721",4,4,4,4,4,4,4,"Employable",1,0
"2722",4,4,3,4,3,4,4,"Employable",1,0
"2723",5,5,5,5,5,5,4,"LessEmployable",0,1
"2724",3,4,4,4,3,4,4,"Employable",1,0
"2725",4,3,3,2,3,3,2,"LessEmployable",0,1
"2726",3,3,3,3,3,2,2,"LessEmployable",0,1
"2727",4,4,3,4,4,4,3,"LessEmployable",0,1
"2728",3,3,3,3,3,3,3,"LessEmployable",0,1
"2729",5,3,3,3,3,3,3,"LessEmployable",0,1
"2730",4,4,4,4,4,4,4,"LessEmployable",0,1
"2731",4,4,4,5,5,4,4,"LessEmployable",0,1
"2732",4,3,3,4,5,4,3,"LessEmployable",0,1
"2733",5,4,5,4,4,4,4,"Employable",1,0
"2734",5,4,4,4,4,4,4,"Employable",1,0
"2735",5,4,5,5,5,5,4,"Employable",1,0
"2736",4,3,3,3,5,3,3,"LessEmployable",0,1
"2737",5,5,5,5,5,4,4,"Employable",1,0
"2738",5,5,4,4,5,5,4,"Employable",1,0
"2739",4,4,4,4,3,3,3,"LessEmployable",0,1
"2740",5,5,5,5,5,4,4,"Employable",1,0
"2741",5,4,4,4,4,5,4,"Employable",1,0
"2742",5,5,5,5,5,5,4,"Employable",1,0
"2743",4,3,4,4,3,4,3,"LessEmployable",0,1
"2744",4,3,4,4,3,3,3,"LessEmployable",0,1
"2745",5,5,4,5,5,4,4,"LessEmployable",0,1
"2746",4,4,4,5,5,4,3,"LessEmployable",0,1
"2747",5,4,5,5,5,5,5,"Employable",1,0
"2748",5,3,3,4,5,3,3,"Employable",1,0
"2749",5,5,5,5,4,5,4,"Employable",1,0
"2750",5,5,4,5,4,5,5,"Employable",1,0
"2751",4,4,3,3,3,4,4,"LessEmployable",0,1
"2752",5,5,5,5,5,4,4,"Employable",1,0
"2753",5,5,5,5,5,4,4,"Employable",1,0
"2754",5,4,5,5,5,4,4,"Employable",1,0
"2755",5,4,5,5,5,4,4,"Employable",1,0
"2756",4,3,4,3,4,3,3,"LessEmployable",0,1
"2757",5,4,5,5,4,4,4,"LessEmployable",0,1
"2758",5,3,4,4,3,4,3,"LessEmployable",0,1
"2759",5,3,3,3,4,3,3,"LessEmployable",0,1
"2760",5,4,5,5,5,4,4,"Employable",1,0
"2761",5,5,5,5,5,4,4,"Employable",1,0
"2762",5,4,5,5,5,4,4,"Employable",1,0
"2763",5,5,5,5,5,5,4,"Employable",1,0
"2764",5,4,5,5,5,4,4,"Employable",1,0
"2765",5,5,5,5,5,5,4,"Employable",1,0
"2766",5,4,5,5,4,4,4,"Employable",1,0
"2767",5,3,4,4,4,4,3,"LessEmployable",0,1
"2768",4,4,4,4,3,4,4,"LessEmployable",0,1
"2769",5,4,5,5,5,4,4,"Employable",1,0
"2770",4,5,4,4,4,5,4,"Employable",1,0
"2771",4,3,3,3,3,3,3,"Employable",1,0
"2772",4,4,4,4,5,4,4,"LessEmployable",0,1
"2773",3,3,3,4,3,3,3,"Employable",1,0
"2774",4,4,4,3,3,3,3,"Employable",1,0
"2775",4,4,4,3,4,3,3,"LessEmployable",0,1
"2776",4,4,4,4,4,4,4,"Employable",1,0
"2777",3,3,3,4,3,3,3,"Employable",1,0
"2778",5,5,3,5,3,5,5,"Employable",1,0
"2779",4,4,4,4,4,4,4,"Employable",1,0
"2780",4,5,5,5,5,5,5,"Employable",1,0
"2781",4,4,4,4,4,4,4,"Employable",1,0
"2782",4,3,3,3,3,3,3,"Employable",1,0
"2783",3,4,3,4,3,4,3,"Employable",1,0
"2784",4,4,4,4,4,4,4,"LessEmployable",0,1
"2785",4,3,3,3,4,3,4,"LessEmployable",0,1
"2786",4,4,4,4,3,4,3,"Employable",1,0
"2787",3,4,4,4,3,4,3,"Employable",1,0
"2788",5,4,4,4,4,4,4,"Employable",1,0
"2789",4,4,4,3,3,4,4,"Employable",1,0
"2790",3,4,4,3,4,4,3,"LessEmployable",0,1
"2791",4,3,2,3,2,2,3,"Employable",1,0
"2792",4,3,4,3,4,3,3,"Employable",1,0
"2793",4,4,3,4,3,4,3,"LessEmployable",0,1
"2794",4,4,4,4,3,3,3,"Employable",1,0
"2795",5,3,3,4,3,3,3,"LessEmployable",0,1
"2796",4,3,3,3,3,3,2,"Employable",1,0
"2797",3,4,4,4,4,4,4,"Employable",1,0
"2798",4,5,4,5,4,4,4,"Employable",1,0
"2799",4,4,4,3,4,4,3,"LessEmployable",0,1
"2800",4,4,4,4,3,4,4,"Employable",1,0
"2801",5,5,5,5,5,5,4,"Employable",1,0
"2802",3,3,3,3,3,2,2,"Employable",1,0
"2803",4,4,4,4,4,4,3,"LessEmployable",0,1
"2804",4,4,4,4,4,4,4,"LessEmployable",0,1
"2805",4,3,3,3,3,3,2,"Employable",1,0
"2806",5,4,4,4,4,4,4,"Employable",1,0
"2807",3,3,3,3,3,3,3,"LessEmployable",0,1
"2808",4,3,4,3,3,3,3,"Employable",1,0
"2809",4,3,4,3,3,3,2,"Employable",1,0
"2810",2,2,3,3,3,3,3,"LessEmployable",0,1
"2811",4,4,3,4,3,4,3,"LessEmployable",0,1
"2812",4,4,4,3,3,4,3,"Employable",1,0
"2813",4,4,5,4,4,4,4,"LessEmployable",0,1
"2814",5,4,4,4,4,3,3,"LessEmployable",0,1
"2815",4,4,4,4,3,4,3,"LessEmployable",0,1
"2816",4,4,4,4,4,4,4,"LessEmployable",0,1
"2817",4,5,4,4,4,4,4,"LessEmployable",0,1
"2818",5,5,4,5,5,5,5,"Employable",1,0
"2819",4,4,4,4,4,4,4,"Employable",1,0
"2820",5,4,4,4,4,4,3,"LessEmployable",0,1
"2821",5,4,4,4,4,4,3,"LessEmployable",0,1
"2822",5,5,4,4,5,4,5,"LessEmployable",0,1
"2823",5,4,4,4,4,4,3,"Employable",1,0
"2824",5,4,4,4,4,4,3,"Employable",1,0
"2825",5,5,4,4,5,4,4,"Employable",1,0
"2826",4,3,4,4,4,3,3,"Employable",1,0
"2827",5,4,3,3,3,4,4,"LessEmployable",0,1
"2828",5,5,5,5,5,5,5,"Employable",1,0
"2829",5,4,5,5,5,5,4,"Employable",1,0
"2830",5,4,5,5,5,5,4,"Employable",1,0
"2831",5,3,5,4,4,3,3,"Employable",1,0
"2832",5,4,5,5,5,4,4,"Employable",1,0
"2833",5,3,5,4,4,4,3,"LessEmployable",0,1
"2834",5,5,5,5,5,4,3,"Employable",1,0
"2835",5,5,5,5,5,5,3,"Employable",1,0
"2836",5,4,4,4,4,4,4,"LessEmployable",0,1
"2837",4,3,4,4,4,3,3,"LessEmployable",0,1
"2838",4,4,4,4,4,4,3,"LessEmployable",0,1
"2839",4,4,5,4,4,4,3,"LessEmployable",0,1
"2840",5,3,5,4,5,5,3,"Employable",1,0
"2841",5,3,3,3,3,3,2,"Employable",1,0
"2842",4,3,4,3,4,3,4,"Employable",1,0
"2843",4,3,4,4,4,3,3,"Employable",1,0
"2844",4,3,3,2,3,2,3,"Employable",1,0
"2845",5,5,5,5,5,5,4,"LessEmployable",0,1
"2846",4,3,4,3,4,3,4,"LessEmployable",0,1
"2847",3,3,4,4,4,3,3,"LessEmployable",0,1
"2848",4,3,4,4,4,3,3,"Employable",1,0
"2849",4,4,4,4,4,3,3,"Employable",1,0
"2850",4,4,5,5,4,5,5,"LessEmployable",0,1
"2851",4,5,5,5,5,4,5,"Employable",1,0
"2852",4,5,5,5,5,4,5,"Employable",1,0
"2853",4,4,3,4,4,4,4,"LessEmployable",0,1
"2854",4,3,4,4,4,3,3,"LessEmployable",0,1
"2855",4,3,4,4,3,4,4,"LessEmployable",0,1
"2856",3,3,4,4,4,4,4,"LessEmployable",0,1
"2857",5,4,4,4,5,4,5,"LessEmployable",0,1
"2858",3,3,3,3,4,3,3,"Employable",1,0
"2859",3,3,4,3,4,3,3,"Employable",1,0
"2860",3,4,3,4,3,4,3,"Employable",1,0
"2861",4,4,4,3,4,4,3,"LessEmployable",0,1
"2862",5,4,4,3,3,4,4,"LessEmployable",0,1
"2863",4,3,2,4,3,4,3,"LessEmployable",0,1
"2864",5,5,5,4,5,4,5,"LessEmployable",0,1
"2865",4,2,4,4,3,3,3,"LessEmployable",0,1
"2866",5,5,5,5,5,5,5,"LessEmployable",0,1
"2867",4,3,3,4,3,3,3,"Employable",1,0
"2868",5,4,3,3,3,3,2,"LessEmployable",0,1
"2869",5,5,5,5,5,4,5,"Employable",1,0
"2870",4,5,5,5,5,5,5,"LessEmployable",0,1
"2871",4,5,5,3,3,5,3,"LessEmployable",0,1
"2872",4,5,3,5,5,5,3,"Employable",1,0
"2873",3,5,5,3,5,5,3,"Employable",1,0
"2874",3,3,3,3,3,3,3,"Employable",1,0
"2875",4,3,4,4,4,3,3,"Employable",1,0
"2876",4,3,4,2,2,2,2,"LessEmployable",0,1
"2877",3,2,3,3,3,3,3,"LessEmployable",0,1
"2878",5,5,4,5,4,5,4,"LessEmployable",0,1
"2879",3,4,3,4,3,4,3,"Employable",1,0
"2880",4,3,3,3,3,3,3,"Employable",1,0
"2881",5,4,4,4,4,4,4,"Employable",1,0
"2882",4,4,4,4,4,4,4,"Employable",1,0
"2883",4,4,4,4,3,3,3,"LessEmployable",0,1
"2884",5,4,4,5,5,5,4,"LessEmployable",0,1
"2885",3,4,3,3,3,3,3,"LessEmployable",0,1
"2886",4,3,3,3,3,3,3,"Employable",1,0
"2887",4,5,4,4,4,4,4,"LessEmployable",0,1
"2888",5,4,4,4,4,4,4,"Employable",1,0
"2889",5,5,4,5,4,4,5,"Employable",1,0
"2890",4,4,4,4,5,5,5,"Employable",1,0
"2891",4,3,3,4,3,4,3,"LessEmployable",0,1
"2892",4,5,5,5,4,4,4,"Employable",1,0
"2893",4,4,4,3,3,4,3,"Employable",1,0
"2894",4,4,4,3,3,4,3,"Employable",1,0
"2895",4,5,4,5,5,5,5,"Employable",1,0
"2896",4,4,4,4,4,4,3,"Employable",1,0
"2897",4,3,3,3,3,3,2,"LessEmployable",0,1
"2898",3,3,3,2,3,3,3,"LessEmployable",0,1
"2899",4,4,3,3,4,4,3,"Employable",1,0
"2900",4,4,3,3,3,3,3,"Employable",1,0
"2901",4,4,4,3,3,3,3,"Employable",1,0
"2902",5,3,3,4,3,3,3,"Employable",1,0
"2903",4,4,4,4,4,4,4,"Employable",1,0
"2904",4,4,3,4,3,4,4,"Employable",1,0
"2905",5,5,5,5,5,5,4,"LessEmployable",0,1
"2906",3,4,4,4,3,4,4,"Employable",1,0
"2907",4,3,3,2,3,3,2,"LessEmployable",0,1
"2908",3,3,3,3,3,2,2,"LessEmployable",0,1
"2909",4,4,3,4,4,4,3,"LessEmployable",0,1
"2910",3,3,3,3,3,3,3,"LessEmployable",0,1
"2911",5,3,3,3,3,3,3,"LessEmployable",0,1
"2912",4,4,4,4,4,4,4,"LessEmployable",0,1
"2913",4,4,4,5,5,4,4,"LessEmployable",0,1
"2914",4,3,3,4,5,4,3,"LessEmployable",0,1
"2915",5,4,5,4,4,4,4,"Employable",1,0
"2916",5,4,4,4,4,4,4,"Employable",1,0
"2917",5,4,5,5,5,5,4,"Employable",1,0
"2918",4,3,3,3,5,3,3,"LessEmployable",0,1
"2919",5,5,5,5,5,4,4,"Employable",1,0
"2920",5,5,4,4,5,5,4,"Employable",1,0
"2921",4,4,4,4,3,3,3,"LessEmployable",0,1
"2922",5,5,5,5,5,4,4,"Employable",1,0
"2923",5,4,4,4,4,5,4,"Employable",1,0
"2924",5,5,5,5,5,5,4,"Employable",1,0
"2925",4,3,4,4,3,4,3,"LessEmployable",0,1
"2926",4,3,4,4,3,3,3,"LessEmployable",0,1
"2927",5,5,4,5,5,4,4,"LessEmployable",0,1
"2928",4,4,4,5,5,4,3,"LessEmployable",0,1
"2929",5,4,5,5,5,5,5,"Employable",1,0
"2930",5,3,3,4,5,3,3,"Employable",1,0
"2931",5,5,5,5,4,5,4,"Employable",1,0
"2932",5,5,4,5,4,5,5,"Employable",1,0
"2933",4,4,3,3,3,4,4,"LessEmployable",0,1
"2934",5,5,5,5,5,4,4,"Employable",1,0
"2935",5,5,5,5,5,4,4,"Employable",1,0
"2936",5,4,5,5,5,4,4,"Employable",1,0
"2937",5,4,5,5,5,4,4,"Employable",1,0
"2938",4,3,4,3,4,4,3,"LessEmployable",0,1
"2939",5,4,5,5,4,4,4,"LessEmployable",0,1
"2940",5,3,4,4,3,4,3,"LessEmployable",0,1
"2941",5,3,3,3,4,3,3,"LessEmployable",0,1
"2942",5,4,5,5,5,4,4,"Employable",1,0
"2943",5,5,5,5,5,4,4,"Employable",1,0
"2944",5,4,5,5,5,4,4,"Employable",1,0
"2945",5,5,5,5,5,5,4,"Employable",1,0
"2946",5,4,5,5,5,4,4,"Employable",1,0
"2947",5,5,5,5,5,5,4,"Employable",1,0
"2948",5,4,5,5,4,4,4,"Employable",1,0
"2949",5,4,4,4,4,4,3,"LessEmployable",0,1
"2950",4,4,4,4,3,4,4,"LessEmployable",0,1
"2951",5,4,5,5,5,4,4,"Employable",1,0
"2952",4,5,4,4,4,5,4,"Employable",1,0
"2953",4,3,3,3,3,3,3,"Employable",1,0
"2954",4,4,4,4,5,4,4,"LessEmployable",0,1
"2955",3,3,3,4,3,3,3,"Employable",1,0
"2956",4,4,4,3,3,3,3,"Employable",1,0
"2957",4,4,4,3,4,3,3,"LessEmployable",0,1
"2958",4,4,4,4,4,4,4,"Employable",1,0
"2959",3,3,3,4,3,3,3,"Employable",1,0
"2960",5,5,3,5,3,5,5,"Employable",1,0
"2961",4,4,4,4,4,4,4,"Employable",1,0
"2962",4,5,5,5,5,5,5,"Employable",1,0
"2963",4,4,4,4,4,4,4,"Employable",1,0
"2964",4,3,3,3,3,3,3,"Employable",1,0
